period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	anneliesofia	1980	3	1.0	1.0	0.0	1.0	0.0	6
	MalinI	1979	3	1.0	1.0	0.0	1.0	0.0	6
	fiafiafia	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Kyssen	1984	4	6.0	6.0	0.0	1.0	0.0	7
	Pix	1966	2	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	3
	FL Lisa	1983	4	2.0	2.0	0.0	1.0	0.0	7
	nikki2006	1967	2	3.0	3.0	0.0	1.0	0.0	3
	Tussa76	1977	3	1.0	1.0	0.0	1.0	0.0	5
	icelolly	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Snakeheart	1981	3	2.0	0.0	2.0	0.0	1.0	6
	lilllinda	1983	4	1.0	1.0	0.0	1.0	0.0	7
	rosenkind	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Lorelei	1978	3	2.0	2.0	0.0	1.0	0.0	6
	Damien och Adrian	1973	3	2.0	1.0	1.0	0.5	0.5	5
	Alfaqueen	1977	3	2.0	2.0	0.0	1.0	0.0	5
	mrseriksson	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Mamma till Simon	1978	3	1.0	0.0	1.0	0.0	1.0	6
	marremask	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Pillan81	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Ronjah	1987	4	2.0	2.0	0.0	1.0	0.0	7
	Ninizen	1975	3	2.0	1.0	1.0	0.5	0.5	5
	Sofiech78	1979	3	3.0	3.0	0.0	1.0	0.0	6
	LuMa	1979	3	2.0	1.0	1.0	0.5	0.5	6
	Lioness	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Majuni	1974	3	1.0	0.0	1.0	0.0	1.0	5
	TeeTee	1988	4	1.0	1.0	0.0	1.0	0.0	8
	passau	1977	3	3.0	3.0	0.0	1.0	0.0	5
	Thessis77	1978	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	6
	swiitii	1988	4	4.0	4.0	0.0	1.0	0.0	8
	Malllis	1985	4	1.0	1.0	0.0	1.0	0.0	7
	carrobarro84	1985	4	2.0	2.0	0.0	1.0	0.0	7
	Smetanina	1977	3	2.0	2.0	0.0	1.0	0.0	5
	Cerulean	1980	3	2.0	2.0	0.0	1.0	0.0	6
	Tigra79	1980	3	4.0	3.0	1.0	0.75	0.25	6
	mami79	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Piri	1967	2	2.0	2.0	0.0	1.0	0.0	3
	Lindadjo	1978	3	4.0	4.0	0.0	1.0	0.0	6
	Linha	1972	2	2.0	1.0	1.0	0.5	0.5	4
	Fangoria	1982	3	2.0	2.0	0.0	1.0	0.0	6
	Tjillevippen	1981	3	1.0	1.0	0.0	1.0	0.0	6
	fruganL	1990	4	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	8
	Mirren	1978	3	3.0	3.0	0.0	1.0	0.0	6
	BrödernaBus	1980	3	1.0	1.0	0.0	1.0	0.0	6
	pågmamman	1972	2	1.0	1.0	0.0	1.0	0.0	4
	Moka	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Lillja	1988	4	1.0	1.0	0.0	1.0	0.0	8
	5 barnsmamman	1979	3	6.0	6.0	0.0	1.0	0.0	6
	annie80	1981	3	5.0	5.0	0.0	1.0	0.0	6
	Labbematte	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Misan S	1976	3	1.0	1.0	0.0	1.0	0.0	5
	mamion	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Kopparkruka	1989	4	1.0	1.0	0.0	1.0	0.0	8
	yennie84	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Trollungen08	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Jenny28	1976	3	3.0	3.0	0.0	1.0	0.0	5
	Lodjuret	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Mammelutten	1972	2	2.0	1.0	1.0	0.5	0.5	4
	Pinglan73	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Puchahontas	1975	3	1.0	1.0	0.0	1.0	0.0	5
	zanwer	1986	4	2.0	2.0	0.0	1.0	0.0	7
	aigee	1978	3	4.0	3.0	1.0	0.75	0.25	6
	Cattapult	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Catja3	1982	3	2.0	2.0	0.0	1.0	0.0	6
	Mamma Björck	1975	3	1.0	1.0	0.0	1.0	0.0	5
	MissB	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Lia och bäbisen	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Anna X	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Solrosen82	1983	4	1.0	1.0	0.0	1.0	0.0	7
	RaketMorsan	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Mrs B	1984	4	2.0	2.0	0.0	1.0	0.0	7
	bambigirl	1982	3	2.0	2.0	0.0	1.0	0.0	6
	irrepirre	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Wilmisen	1986	4	2.0	2.0	0.0	1.0	0.0	7
	Vickyb	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Sofiej	1987	4	1.0	1.0	0.0	1.0	0.0	7
	jesslin	1973	3	1.0	0.0	1.0	0.0	1.0	5
	Ebbis	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Smulu	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Scilia	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Bowmore	1971	2	2.0	2.0	0.0	1.0	0.0	4
	tussunge	1980	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	6
	underverket 06	1971	2	1.0	1.0	0.0	1.0	0.0	4
	Räkmamman	1975	3	1.0	1.0	0.0	1.0	0.0	5
	asa1018	1980	3	2.0	2.0	0.0	1.0	0.0	6
	Anna123	1983	4	1.0	1.0	0.0	1.0	0.0	7
	sydney	1978	3	1.0	1.0	0.0	1.0	0.0	6
	nea med 2	1982	3	1.0	1.0	0.0	1.0	0.0	6
	tess1987	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Princepesa	1974	3	1.0	1.0	0.0	1.0	0.0	5
	SaraLj	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Sockerkakan	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Lilla M	1979	3	2.0	1.0	1.0	0.5	0.5	6
	S a C	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Pusselbiten86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	mammakristina	1978	3	1.0	1.0	0.0	1.0	0.0	6
	WhiteAngels	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Danneli	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Erika Ö	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Somsom	1981	3	1.0	1.0	0.0	1.0	0.0	6
	sofiedellholm	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Humlansbebis	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Gwen	1977	3	1.0	1.0	0.0	1.0	0.0	5
	The Viksan	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Aiva	1983	4	1.0	1.0	0.0	1.0	0.0	7
	jolo	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Trissy	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Rimfolina	1980	3	2.0	2.0	0.0	1.0	0.0	6
	korvmedbröd	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Ett två tre	1986	4	3.0	3.0	0.0	1.0	0.0	7
	timoteja00	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Baypower	1977	3	1.0	1.0	0.0	1.0	0.0	5
	MiieRO	1981	3	3.0	3.0	0.0	1.0	0.0	6
	Albasmamma	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Jimps	1981	3	4.0	4.0	0.0	1.0	0.0	6
	Sanna86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Jungblom	1986	4	3.0	0.0	3.0	0.0	1.0	7
	ingra	1975	3	1.0	1.0	0.0	1.0	0.0	5
	högbergarna	1979	3	1.0	1.0	0.0	1.0	0.0	6
	meanwhile	1986	4	1.0	1.0	0.0	1.0	0.0	7
	MammaAlex	1984	4	2.0	1.0	1.0	0.5	0.5	7
	HallWall	1977	3	1.0	1.0	0.0	1.0	0.0	5
	lire100	1974	3	5.0	3.0	2.0	0.6	0.4	5
	mammat2	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Snutten	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Miniluvan	1976	3	5.0	4.0	1.0	0.8	0.2	5
	Rundabullar	1980	3	5.0	4.0	1.0	0.8	0.2	6
	Myra	1973	3	2.0	2.0	0.0	1.0	0.0	5
	aquarius87	1988	4	1.0	1.0	0.0	1.0	0.0	8
	johannaalkehag	1987	4	4.0	4.0	0.0	1.0	0.0	7
	ViSkaBliTre	1978	3	5.0	5.0	0.0	1.0	0.0	6
	Immini	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Lilla Fjun	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Nonstop	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Miffy	1982	3	1.0	1.0	0.0	1.0	0.0	6
	lokis	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Royal	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Nellie	1975	3	2.0	0.0	2.0	0.0	1.0	5
	PurJo	1983	4	1.0	1.0	0.0	1.0	0.0	7
	abinito	1978	3	2.0	2.0	0.0	1.0	0.0	6
	Elin hogberg	1988	4	1.0	1.0	0.0	1.0	0.0	8
	MrsCharlotte	1981	3	4.0	4.0	0.0	1.0	0.0	6
	Nitrogen	1988	4	2.0	2.0	0.0	1.0	0.0	8
	Cherkan	1979	3	2.0	2.0	0.0	1.0	0.0	6
	Bohman	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Hannah med H	1987	4	2.0	2.0	0.0	1.0	0.0	7
	Alfonsina	1978	3	2.0	2.0	0.0	1.0	0.0	6
	längtan67	1968	2	2.0	1.0	1.0	0.5	0.5	4
	MissPearl	1981	3	1.0	1.0	0.0	1.0	0.0	6
	moans	1972	2	1.0	1.0	0.0	1.0	0.0	4
	Lilli77	1978	3	3.0	3.0	0.0	1.0	0.0	6
	auo	1978	3	1.0	0.0	1.0	0.0	1.0	6
	tjorven01	1980	3	3.0	3.0	0.0	1.0	0.0	6
	myran6801	1971	2	1.0	1.0	0.0	1.0	0.0	4
	mammiz83	1984	4	2.0	2.0	0.0	1.0	0.0	7
	Cånrad	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Angelique	1976	3	5.0	5.0	0.0	1.0	0.0	5
	Plly	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Lina86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Mamma till viljestark dotter	1976	3	7.0	0.0	7.0	0.0	1.0	5
	daKi	1989	4	1.0	1.0	0.0	1.0	0.0	8
	AlexandersMamma	1991	4	1.0	1.0	0.0	1.0	0.0	8
	mamalin	1984	4	2.0	2.0	0.0	1.0	0.0	7
	Mållgan	1982	3	2.0	1.0	1.0	0.5	0.5	6
	Fru Plommon81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Zazz82	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Elijza	1971	2	1.0	1.0	0.0	1.0	0.0	4
	Git	1978	3	2.0	2.0	0.0	1.0	0.0	6
	Myzan	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Humpan	1975	3	1.0	0.0	1.0	0.0	1.0	5
	Amelica	1984	4	1.0	0.0	1.0	0.0	1.0	7
	EricaN81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	ida  maria	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Astrid80	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Sussies	1985	4	1.0	1.0	0.0	1.0	0.0	7
	rymdmonstret	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Kultis	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Fossa	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Malinw	1979	3	2.0	2.0	0.0	1.0	0.0	6
	EmmaMag	1984	4	1.0	1.0	0.0	1.0	0.0	7
	zuzzan	1984	4	1.0	1.0	0.0	1.0	0.0	7
	lillasmilla	1988	4	1.0	1.0	0.0	1.0	0.0	8
	lillpuckot	1984	4	1.0	1.0	0.0	1.0	0.0	7
	AishaYasmine	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Pepsikatten	1982	3	1.0	1.0	0.0	1.0	0.0	6
	bebisjakt	1987	4	1.0	1.0	0.0	1.0	0.0	7
	solrosen1	1983	4	1.0	1.0	0.0	1.0	0.0	7
	WilleViking	1977	3	1.0	1.0	0.0	1.0	0.0	5
	chazbo	1979	3	2.0	2.0	0.0	1.0	0.0	6
	drömmare	1984	4	1.0	1.0	0.0	1.0	0.0	7
	inga76	1977	3	1.0	1.0	0.0	1.0	0.0	5
	honeybunches	1982	3	2.0	1.0	1.0	0.5	0.5	6
	Ninnan	1974	3	3.0	0.0	3.0	0.0	1.0	5
	Bina86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	MollyN	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Hjärter Dam100	1981	3	1.0	1.0	0.0	1.0	0.0	6
	vill bli mamma 2009	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Miisa	1984	4	1.0	1.0	0.0	1.0	0.0	7
	JoRi	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Sockerbullen	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Cynric	1986	4	2.0	2.0	0.0	1.0	0.0	7
	Heini	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Micci	1986	4	1.0	1.0	0.0	1.0	0.0	7
	sursocka	1982	3	1.0	1.0	0.0	1.0	0.0	6
	fru smurf	1979	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	mithrandil	1983	4	1.0	1.0	0.0	1.0	0.0	7
	AmandaBrun	1985	4	1.0	1.0	0.0	1.0	0.0	7
	mixed	1981	3	1.0	1.0	0.0	1.0	0.0	6
	elliz	1987	4	1.0	1.0	0.0	1.0	0.0	7
	familjemamma	1975	3	1.0	1.0	0.0	1.0	0.0	5
	jazzkatten	1981	3	1.0	1.0	0.0	1.0	0.0	6
	emilou77	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Lily of the Valley	1986	4	1.0	1.0	0.0	1.0	0.0	7
	jmynt	1989	4	3.0	3.0	0.0	1.0	0.0	8
	hemligt gravid	1982	3	1.0	1.0	0.0	1.0	0.0	6
	BTD	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Maarriiiaaa	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Issa86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Tizzan	1984	4	1.0	1.0	0.0	1.0	0.0	7
	HannaBanani	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Frukost	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Heavenlie	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Akleja	1981	3	1.0	1.0	0.0	1.0	0.0	6
	april79	1980	3	1.0	1.0	0.0	1.0	0.0	6
	FannyB	1982	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	Stella 78	1979	3	2.0	2.0	0.0	1.0	0.0	6
	fröken	1977	3	2.0	2.0	0.0	1.0	0.0	5
	Fröken Juni	1974	3	4.0	4.0	0.0	1.0	0.0	5
	Adora1	1980	3	1.0	0.0	1.0	0.0	1.0	6
	MissKS	1982	3	1.0	1.0	0.0	1.0	0.0	6
	mammahaj	1989	4	1.0	1.0	0.0	1.0	0.0	8
	svedalatjessi	1984	4	1.0	0.0	1.0	0.0	1.0	7
	rims	1989	4	1.0	1.0	0.0	1.0	0.0	8
	mammailund85	1986	4	1.0	1.0	0.0	1.0	0.0	7
	TAN	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Lottizz	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Summer	1980	3	1.0	1.0	0.0	1.0	0.0	6
	lerumstessan	1983	4	1.0	1.0	0.0	1.0	0.0	7
	emo	1972	2	1.0	1.0	0.0	1.0	0.0	4
	Uller	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Hormonermedhumör	1979	3	1.0	1.0	0.0	1.0	0.0	6
	de Robespierre	1963	2	1.0	1.0	0.0	1.0	0.0	3
	Doktorn	1972	2	3.0	3.0	0.0	1.0	0.0	4
	Miss M V	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Seven Costanza	1984	4	1.0	1.0	0.0	1.0	0.0	7
	orpan	1982	3	1.0	1.0	0.0	1.0	0.0	6
	annsofia	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Hjärtefröjd	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Solkattan	1976	3	3.0	3.0	0.0	1.0	0.0	5
	mezzi	1989	4	1.0	1.0	0.0	1.0	0.0	8
	önskar09	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Sylten	1978	3	1.0	1.0	0.0	1.0	0.0	6
	HoppetKärleken	1975	3	1.0	0.0	1.0	0.0	1.0	5
	Eileen1	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Lillegrill	1971	2	1.0	0.0	1.0	0.0	1.0	4
	Nenne	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Quartz	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Längtar Igen	1976	3	2.0	2.0	0.0	1.0	0.0	5
	Lyxmamma	1973	3	1.0	1.0	0.0	1.0	0.0	5
	snigelkatt	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Susyloo	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Tezzy	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Nickis	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Mulle78	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Lilla Morran	1984	4	1.0	1.0	0.0	1.0	0.0	7
	solstickan41	1967	2	1.0	1.0	0.0	1.0	0.0	3
	zerano	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Piken	1973	3	1.0	0.0	1.0	0.0	1.0	5
